column_one,column_two
DDR4_BG1,U34.J8
1.2V_DDR,U34.J9
GND,U34.K1
DDR4_BA0,U34.K2
DDR4_A4,U34.K3
DDR4_A3,U34.K7
DDR4_BA1,U34.K8
GND,U34.K9
DDR4_MEMRESET_L,U34.L1
DDR4_A6,U34.L2
DDR4_A0,U34.L3
DDR4_A1,U34.L7
DDR4_A5,U34.L8
DDR4_ALERT_N,U34.L9
1.2V_DDR,U34.M1
DDR4_A8,U34.M2
DDR4_A2,U34.M3
DDR4_A9,U34.M7
DDR4_A7,U34.M8
2.5V,U34.M9
GND,U34.N1
DDR4_A11,U34.N2
DDR4_PAR,U34.N3
DDR4_A17,U34.N7
DDR4_A13,U34.N8
1.2V_DDR,U34.N9
1.2V_DDR,U35.A1
GND,U35.A2
DDR4_DBI_B3,U35.A7
GND,U35.A8
GND,U35.A9
2.5V,U35.B1
1.2V_DDR,U35.B2
DDR4_DQS3_N,U35.B3
DDR4_DQ25,U35.B7
1.2V_DDR,U35.B8
L_ZQ_4_L,U35.B9
1.2V_DDR,U35.C1
DDR4_DQ24,U35.C2
DDR4_DQS3_P,U35.C3
1.2V_DDR,U35.C7
GND,U35.C8
1.2V_DDR,U35.C9
GND,U35.D1
DDR4_DQ28,U35.D2
DDR4_DQ26,U35.D3
DDR4_DQ27,U35.D7
DDR4_DQ29,U35.D8
GND,U35.D9
GND,U35.E1
1.2V_DDR,U35.E2
DDR4_DQ30,U35.E3
DDR4_DQ31,U35.E7
1.2V_DDR,U35.E8
GND,U35.E9
1.2V_DDR,U35.F1
DDR4_ODT1,U35.F2
DDR4_ODT0,U35.F3
DDR4_CK1_P,U35.F7
DDR4_CK1_N,U35.F8
1.2V_DDR,U35.F9
GND,U35.G1
DDR4_CKE1,U35.G2
DDR4_CKE0,U35.G3
DDR4_CS0_N,U35.G7
DDR4_CS1_N,U35.G8
L_TEN,U35.G9
1.2V_DDR,U35.H1
DDR4_A14,U35.H2
DDR4_ACT_N,U35.H3
DDR4_A15,U35.H7
DDR4_A16,U35.H8
GND,U35.H9
0.6V_VREFCA,U35.J1
DDR4_BG0,U35.J2
DDR4_A10,U35.J3
DDR4_A12,U35.J7
DDR4_BG1,U35.J8
1.2V_DDR,U35.J9
GND,U35.K1
DDR4_BA0,U35.K2
DDR4_A4,U35.K3
DDR4_A3,U35.K7
DDR4_BA1,U35.K8
GND,U35.K9
DDR4_MEMRESET_L,U35.L1
DDR4_A6,U35.L2
DDR4_A0,U35.L3
DDR4_A1,U35.L7
DDR4_A5,U35.L8
DDR4_ALERT_N,U35.L9
1.2V_DDR,U35.M1
DDR4_A8,U35.M2
DDR4_A2,U35.M3
DDR4_A9,U35.M7
DDR4_A7,U35.M8
2.5V,U35.M9
GND,U35.N1
DDR4_A11,U35.N2
DDR4_PAR,U35.N3
DDR4_A17,U35.N7
DDR4_A13,U35.N8
1.2V_DDR,U35.N9
1.2V_DDR,U36.A1
GND,U36.A2
DDR4_DBI_B5,U36.A7
GND,U36.A8
GND,U36.A9
2.5V,U36.B1
1.2V_DDR,U36.B2
DDR4_DQS5_N,U36.B3
DDR4_DQ41,U36.B7
1.2V_DDR,U36.B8
L_ZQ_6_L,U36.B9
1.2V_DDR,U36.C1
DDR4_DQ40,U36.C2
DDR4_DQS5_P,U36.C3
1.2V_DDR,U36.C7
GND,U36.C8
1.2V_DDR,U36.C9
GND,U36.D1
DDR4_DQ44,U36.D2
DDR4_DQ42,U36.D3
DDR4_DQ43,U36.D7
DDR4_DQ45,U36.D8
GND,U36.D9
GND,U36.E1
1.2V_DDR,U36.E2
DDR4_DQ46,U36.E3
DDR4_DQ47,U36.E7
1.2V_DDR,U36.E8
GND,U36.E9
1.2V_DDR,U36.F1
DDR4_ODT1,U36.F2
DDR4_ODT0,U36.F3
DDR4_CK1_P,U36.F7
DDR4_CK1_N,U36.F8
1.2V_DDR,U36.F9
GND,U36.G1
DDR4_CKE1,U36.G2
DDR4_CKE0,U36.G3
DDR4_CS0_N,U36.G7
DDR4_CS1_N,U36.G8
L_TEN,U36.G9
1.2V_DDR,U36.H1
DDR4_A14,U36.H2
DDR4_ACT_N,U36.H3
DDR4_A15,U36.H7
DDR4_A16,U36.H8
GND,U36.H9
0.6V_VREFCA,U36.J1
DDR4_BG0,U36.J2
DDR4_A10,U36.J3
DDR4_A12,U36.J7
DDR4_BG1,U36.J8
1.2V_DDR,U36.J9
GND,U36.K1
DDR4_BA0,U36.K2
DDR4_A4,U36.K3
DDR4_A3,U36.K7
DDR4_BA1,U36.K8
GND,U36.K9
DDR4_MEMRESET_L,U36.L1
DDR4_A6,U36.L2
DDR4_A0,U36.L3
DDR4_A1,U36.L7
DDR4_A5,U36.L8
DDR4_ALERT_N,U36.L9
1.2V_DDR,U36.M1
DDR4_A8,U36.M2
DDR4_A2,U36.M3
DDR4_A9,U36.M7
DDR4_A7,U36.M8
2.5V,U36.M9
GND,U36.N1
DDR4_A11,U36.N2
DDR4_PAR,U36.N3
DDR4_A17,U36.N7
DDR4_A13,U36.N8
1.2V_DDR,U36.N9
1.2V_DDR,U37.A1
GND,U37.A2
DDR4_DBI_B7,U37.A7
GND,U37.A8
GND,U37.A9
2.5V,U37.B1
1.2V_DDR,U37.B2
DDR4_DQS7_N,U37.B3
DDR4_DQ57,U37.B7
1.2V_DDR,U37.B8
L_ZQ_8_L,U37.B9
1.2V_DDR,U37.C1
DDR4_DQ56,U37.C2
DDR4_DQS7_P,U37.C3
1.2V_DDR,U37.C7
GND,U37.C8
1.2V_DDR,U37.C9
GND,U37.D1
DDR4_DQ60,U37.D2
DDR4_DQ58,U37.D3
DDR4_DQ59,U37.D7
DDR4_DQ61,U37.D8
GND,U37.D9
GND,U37.E1
1.2V_DDR,U37.E2
DDR4_DQ62,U37.E3
DDR4_DQ63,U37.E7
1.2V_DDR,U37.E8
GND,U37.E9
1.2V_DDR,U37.F1
DDR4_ODT1,U37.F2
DDR4_ODT0,U37.F3
DDR4_CK1_P,U37.F7
DDR4_CK1_N,U37.F8
1.2V_DDR,U37.F9
GND,U37.G1
DDR4_CKE1,U37.G2
DDR4_CKE0,U37.G3
DDR4_CS0_N,U37.G7
DDR4_CS1_N,U37.G8
L_TEN,U37.G9
1.2V_DDR,U37.H1
DDR4_A14,U37.H2
DDR4_ACT_N,U37.H3
DDR4_A15,U37.H7
DDR4_A16,U37.H8
GND,U37.H9
0.6V_VREFCA,U37.J1
DDR4_BG0,U37.J2
DDR4_A10,U37.J3
DDR4_A12,U37.J7
DDR4_BG1,U37.J8
1.2V_DDR,U37.J9
GND,U37.K1
DDR4_BA0,U37.K2
DDR4_A4,U37.K3
DDR4_A3,U37.K7
DDR4_BA1,U37.K8
GND,U37.K9
DDR4_MEMRESET_L,U37.L1
DDR4_A6,U37.L2
DDR4_A0,U37.L3
DDR4_A1,U37.L7
DDR4_A5,U37.L8
DDR4_ALERT_N,U37.L9
1.2V_DDR,U37.M1
DDR4_A8,U37.M2
DDR4_A2,U37.M3
DDR4_A9,U37.M7
DDR4_A7,U37.M8
2.5V,U37.M9
GND,U37.N1
DDR4_A11,U37.N2
DDR4_PAR,U37.N3
DDR4_A17,U37.N7
DDR4_A13,U37.N8
1.2V_DDR,U37.N9
VTT_REFIN,U38.1
3.3V,U38.10
GND,U38.11
1.2V_DDR,U38.2
0.6V_VTT,U38.3
GND,U38.4
0.6V_VTT,U38.5
0.6V_VREFCA,U38.6
S_0.6V_VTT_EN,U38.7
GND,U38.8
S_PGOOD_0.6V_VREF,U38.9
S_2.5V_EN,U39.1
12V,U39.2
GND,U39.3
2.5V,U39.4
2.5V,U39.5
S_2.5V_FB,U39.6
S_PGOOD_2.5V,U39.7
S_2.5V_SS,U39.8
GND,U39.9
SE_SPI_CLK,U4.B2
GND,U4.B3
3.3V,U4.B4
SE_SPI_CS0_L,U4.C2
SE_SPI_IO2,U4.C4
SE_SPI_IO1,U4.D2
SE_SPI_IO0,U4.D3
SE_SPI_IO3,U4.D4
L_UVPS_A0,U40.1
L_UVPS_A1,U40.2
L_UVPS_A2,U40.3
GND,U40.4
I2C_ARM_SDA0,U40.5
I2C_ARM_SCL0,U40.6
GND,U40.7
3.3V,U40.8
S_PWR_EN_PORT0,U41.1
12V,U41.2
GND,U41.3
3.3V_QSFP0,U41.4
3.3V_QSFP0,U41.5
S_3.3V_FB_P0,U41.6
S_PORT0_PGOOD,U41.7
S_3.3V_SS_P0,U41.8
GND,U41.9
GND,U42.1
3.3V_VDD_RTC,U42.2
I2C_ARM_SCL0,U42.4
I2C_ARM_SDA0,U42.5
GND,U42.6
3V_DIF_RTC,U42.9
S_3.3V_EN,U43.1
12V,U43.2
GND,U43.3
3.3V,U43.4
3.3V,U43.5
S_3.3V_FB,U43.6
S_PGOOD_3.3V,U43.7
S_3.3V_SS,U43.8
GND,U43.9
1.2V_DDR,U44.1
1.2V,U44.10
1.2V,U44.11
1.2V,U44.12
1.2V_DDR,U44.13
S_1.2V_SW_EN,U44.2
3.3V,U44.3
GND,U44.4
L_1.2V_SW_SS,U44.5
S_PGOOD_SW_1.2V,U44.6
1.2V,U44.7
1.2V,U44.8
1.2V,U44.9
3.3V,U45.1
3V_RTC_VBAT,U45.10
I2C_ARM_SCL0,U45.2
I2C_ARM_SDA0,U45.3
GND,U45.7
3.3V_VDD_RTC,U45.8
3.3V_RTC_VOUT,U45.9
I2C_SCL_TEMP,U46.1
GND,U46.2
AD_TEMP_SENS_GW4,U46.4
3.3V,U46.5
I2C_SDA_TEMP,U46.6
N_FRU_A0,U47.1
N_FRU_A1,U47.2
N_FRY_A2,U47.3
GND,U47.4
I2C_SMDAT_H0,U47.5
I2C_SMCLK_H0,U47.6
GND,U47.7
3.3V_SH,U47.8
GND,U47.GND
S_PGOOD_ADLY,U48.1
S_PGOOD_VCORE_BU,U48.2
GND,U48.3
S_CX_RST_L_R,U48.4
3.3V,U48.5
SE_NCSI_CLK,U5.1
GND,U5.2
SE_NCSI_CLK_CONN,U5.4
3.3V_SH,U5.5
S_SOC_HARD_RST_L,U5.6
SE_NCSI_ARB_IN,U6.1
GND,U6.2
SE_NCSI_ARB_OUT_CONN,U6.3
SE_NCSI_ARB_IN_CONN,U6.4
3.3V_SH,U6.5
S_SOC_HARD_RST_L,U6.6
SE_CLK_GEN_GMII_XI,U7.1
GND,U7.2
SE_CLK_GEN_GMII_XO_R,U7.3
GND,U7.4
L_BUFF_OE_L,U8.1
SE_UART0_TXD,U8.2
SE_UART0_RXD,U8.3
GND,U8.4
SE_UART0_BUFF_RXD,U8.5
SE_UART0_BUFF_TXD,U8.6
L_BUFF_OE_L,U8.7
3.3V,U8.8
1.2V_DDR,U9.A1
GND,U9.A2
DDR4_DBI_B6,U9.A7
GND,U9.A8
GND,U9.A9
2.5V,U9.B1
1.2V_DDR,U9.B2
DDR4_DQS6_N,U9.B3
DDR4_DQ49,U9.B7
1.2V_DDR,U9.B8
L_ZQ_7_L,U9.B9
1.2V_DDR,U9.C1
DDR4_DQ48,U9.C2
DDR4_DQS6_P,U9.C3
1.2V_DDR,U9.C7
GND,U9.C8
1.2V_DDR,U9.C9
GND,U9.D1
DDR4_DQ52,U9.D2
DDR4_DQ50,U9.D3
DDR4_DQ51,U9.D7
DDR4_DQ53,U9.D8
GND,U9.D9
GND,U9.E1
1.2V_DDR,U9.E2
DDR4_DQ54,U9.E3
DDR4_DQ55,U9.E7
1.2V_DDR,U9.E8
GND,U9.E9
1.2V_DDR,U9.F1
DDR4_ODT1,U9.F2
DDR4_ODT0,U9.F3
DDR4_CK0_P,U9.F7
DDR4_CK0_N,U9.F8
1.2V_DDR,U9.F9
GND,U9.G1
DDR4_CKE1,U9.G2
DDR4_CKE0,U9.G3
DDR4_CS0_N,U9.G7
DDR4_CS1_N,U9.G8
L_TEN,U9.G9
1.2V_DDR,U9.H1
DDR4_A14,U9.H2
DDR4_ACT_N,U9.H3
DDR4_A15,U9.H7
DDR4_A16,U9.H8
GND,U9.H9
0.6V_VREFCA,U9.J1
DDR4_BG0,U9.J2
DDR4_A10,U9.J3
DDR4_A12,U9.J7
DDR4_BG1,U9.J8
1.2V_DDR,U9.J9
GND,U9.K1
DDR4_BA0,U9.K2
DDR4_A4,U9.K3
DDR4_A3,U9.K7
DDR4_BA1,U9.K8
GND,U9.K9
DDR4_MEMRESET_L,U9.L1
DDR4_A6,U9.L2
DDR4_A0,U9.L3
DDR4_A1,U9.L7
DDR4_A5,U9.L8
DDR4_ALERT_N,U9.L9
1.2V_DDR,U9.M1
DDR4_A8,U9.M2
DDR4_A2,U9.M3
DDR4_A9,U9.M7
DDR4_A7,U9.M8
2.5V,U9.M9
GND,U9.N1
DDR4_A11,U9.N2
DDR4_PAR,U9.N3
DDR4_A17,U9.N7
DDR4_A13,U9.N8
1.2V_DDR,U9.N9
